segment_id,time_segment_id,cam1_filename,cam2_filename,cam3_filename,cam4_filename,congestion_enter_rating,congestion_exit_rating,date,timestamp_start,cycle_phase
seg_0022,22,normanniles1/normanniles1_2025-10-20-06-22-45.mp4,normanniles2/normanniles2_2025-10-20-06-22-45.mp4,normanniles3/normanniles3_2025-10-20-06-22-45.mp4,normanniles4/normanniles4_2025-10-20-06-22-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:22:45,train
seg_0023,23,normanniles1/normanniles1_2025-10-20-06-23-45.mp4,normanniles2/normanniles2_2025-10-20-06-23-45.mp4,normanniles3/normanniles3_2025-10-20-06-23-45.mp4,normanniles4/normanniles4_2025-10-20-06-23-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:23:45,train
seg_0024,24,normanniles1/normanniles1_2025-10-20-06-24-45.mp4,normanniles2/normanniles2_2025-10-20-06-24-45.mp4,normanniles3/normanniles3_2025-10-20-06-24-45.mp4,normanniles4/normanniles4_2025-10-20-06-24-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:24:45,train
seg_0025,25,normanniles1/normanniles1_2025-10-20-06-25-45.mp4,normanniles2/normanniles2_2025-10-20-06-25-45.mp4,normanniles3/normanniles3_2025-10-20-06-25-45.mp4,normanniles4/normanniles4_2025-10-20-06-25-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:25:45,train
seg_0026,26,normanniles1/normanniles1_2025-10-20-06-26-45.mp4,normanniles2/normanniles2_2025-10-20-06-26-45.mp4,normanniles3/normanniles3_2025-10-20-06-26-45.mp4,normanniles4/normanniles4_2025-10-20-06-26-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:26:45,train
seg_0027,27,normanniles1/normanniles1_2025-10-20-06-27-45.mp4,normanniles2/normanniles2_2025-10-20-06-27-45.mp4,normanniles3/normanniles3_2025-10-20-06-27-45.mp4,normanniles4/normanniles4_2025-10-20-06-27-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:27:45,train
seg_0028,28,normanniles1/normanniles1_2025-10-20-06-28-45.mp4,normanniles2/normanniles2_2025-10-20-06-28-45.mp4,normanniles3/normanniles3_2025-10-20-06-28-45.mp4,normanniles4/normanniles4_2025-10-20-06-28-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:28:45,train
seg_0029,29,normanniles1/normanniles1_2025-10-20-06-29-45.mp4,normanniles2/normanniles2_2025-10-20-06-29-45.mp4,normanniles3/normanniles3_2025-10-20-06-29-45.mp4,normanniles4/normanniles4_2025-10-20-06-29-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:29:45,train
seg_0030,30,normanniles1/normanniles1_2025-10-20-06-30-45.mp4,normanniles2/normanniles2_2025-10-20-06-30-45.mp4,normanniles3/normanniles3_2025-10-20-06-30-45.mp4,normanniles4/normanniles4_2025-10-20-06-30-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:30:45,train
seg_0031,31,normanniles1/normanniles1_2025-10-20-06-31-45.mp4,normanniles2/normanniles2_2025-10-20-06-31-45.mp4,normanniles3/normanniles3_2025-10-20-06-31-45.mp4,normanniles4/normanniles4_2025-10-20-06-31-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:31:45,train
seg_0032,32,normanniles1/normanniles1_2025-10-20-06-32-45.mp4,normanniles2/normanniles2_2025-10-20-06-32-45.mp4,normanniles3/normanniles3_2025-10-20-06-32-45.mp4,normanniles4/normanniles4_2025-10-20-06-32-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:32:45,train
seg_0033,33,normanniles1/normanniles1_2025-10-20-06-33-45.mp4,normanniles2/normanniles2_2025-10-20-06-33-45.mp4,normanniles3/normanniles3_2025-10-20-06-33-45.mp4,normanniles4/normanniles4_2025-10-20-06-33-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:33:45,train
seg_0034,34,normanniles1/normanniles1_2025-10-20-06-34-45.mp4,normanniles2/normanniles2_2025-10-20-06-34-45.mp4,normanniles3/normanniles3_2025-10-20-06-34-45.mp4,normanniles4/normanniles4_2025-10-20-06-34-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:34:45,train
seg_0035,35,normanniles1/normanniles1_2025-10-20-06-35-45.mp4,normanniles2/normanniles2_2025-10-20-06-35-45.mp4,normanniles3/normanniles3_2025-10-20-06-35-45.mp4,normanniles4/normanniles4_2025-10-20-06-35-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:35:45,train
seg_0036,36,normanniles1/normanniles1_2025-10-20-06-36-45.mp4,normanniles2/normanniles2_2025-10-20-06-36-45.mp4,normanniles3/normanniles3_2025-10-20-06-36-45.mp4,normanniles4/normanniles4_2025-10-20-06-36-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:36:45,train
seg_0037,37,normanniles1/normanniles1_2025-10-20-06-37-45.mp4,normanniles2/normanniles2_2025-10-20-06-37-45.mp4,normanniles3/normanniles3_2025-10-20-06-37-45.mp4,normanniles4/normanniles4_2025-10-20-06-37-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:37:45,train
seg_0038,38,normanniles1/normanniles1_2025-10-20-06-38-45.mp4,normanniles2/normanniles2_2025-10-20-06-38-45.mp4,normanniles3/normanniles3_2025-10-20-06-38-45.mp4,normanniles4/normanniles4_2025-10-20-06-38-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:38:45,train
seg_0039,39,normanniles1/normanniles1_2025-10-20-06-39-45.mp4,normanniles2/normanniles2_2025-10-20-06-39-45.mp4,normanniles3/normanniles3_2025-10-20-06-39-45.mp4,normanniles4/normanniles4_2025-10-20-06-39-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:39:45,train
seg_0040,40,normanniles1/normanniles1_2025-10-20-06-40-45.mp4,normanniles2/normanniles2_2025-10-20-06-40-45.mp4,normanniles3/normanniles3_2025-10-20-06-40-45.mp4,normanniles4/normanniles4_2025-10-20-06-40-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:40:45,train
seg_0041,41,normanniles1/normanniles1_2025-10-20-06-41-45.mp4,normanniles2/normanniles2_2025-10-20-06-41-45.mp4,normanniles3/normanniles3_2025-10-20-06-41-45.mp4,normanniles4/normanniles4_2025-10-20-06-41-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:41:45,train
seg_0042,42,normanniles1/normanniles1_2025-10-20-06-42-45.mp4,normanniles2/normanniles2_2025-10-20-06-42-45.mp4,normanniles3/normanniles3_2025-10-20-06-42-45.mp4,normanniles4/normanniles4_2025-10-20-06-42-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:42:45,train
seg_0043,43,normanniles1/normanniles1_2025-10-20-06-43-45.mp4,normanniles2/normanniles2_2025-10-20-06-43-45.mp4,normanniles3/normanniles3_2025-10-20-06-43-45.mp4,normanniles4/normanniles4_2025-10-20-06-43-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:43:45,train
seg_0044,44,normanniles1/normanniles1_2025-10-20-06-44-45.mp4,normanniles2/normanniles2_2025-10-20-06-44-45.mp4,normanniles3/normanniles3_2025-10-20-06-44-45.mp4,normanniles4/normanniles4_2025-10-20-06-44-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:44:45,train
seg_0045,45,normanniles1/normanniles1_2025-10-20-06-45-45.mp4,normanniles2/normanniles2_2025-10-20-06-45-45.mp4,normanniles3/normanniles3_2025-10-20-06-45-45.mp4,normanniles4/normanniles4_2025-10-20-06-45-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:45:45,train
seg_0046,46,normanniles1/normanniles1_2025-10-20-06-46-45.mp4,normanniles2/normanniles2_2025-10-20-06-46-45.mp4,normanniles3/normanniles3_2025-10-20-06-46-45.mp4,normanniles4/normanniles4_2025-10-20-06-46-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:46:45,train
seg_0047,47,normanniles1/normanniles1_2025-10-20-06-47-45.mp4,normanniles2/normanniles2_2025-10-20-06-47-45.mp4,normanniles3/normanniles3_2025-10-20-06-47-45.mp4,normanniles4/normanniles4_2025-10-20-06-47-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:47:45,train
seg_0048,48,normanniles1/normanniles1_2025-10-20-06-48-45.mp4,normanniles2/normanniles2_2025-10-20-06-48-45.mp4,normanniles3/normanniles3_2025-10-20-06-48-45.mp4,normanniles4/normanniles4_2025-10-20-06-48-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:48:45,train
seg_0049,49,normanniles1/normanniles1_2025-10-20-06-49-45.mp4,normanniles2/normanniles2_2025-10-20-06-49-45.mp4,normanniles3/normanniles3_2025-10-20-06-49-45.mp4,normanniles4/normanniles4_2025-10-20-06-49-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:49:45,train
seg_0050,50,normanniles1/normanniles1_2025-10-20-06-50-45.mp4,normanniles2/normanniles2_2025-10-20-06-50-45.mp4,normanniles3/normanniles3_2025-10-20-06-50-45.mp4,normanniles4/normanniles4_2025-10-20-06-50-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:50:45,train
seg_0051,51,normanniles1/normanniles1_2025-10-20-06-51-45.mp4,normanniles2/normanniles2_2025-10-20-06-51-45.mp4,normanniles3/normanniles3_2025-10-20-06-51-45.mp4,normanniles4/normanniles4_2025-10-20-06-51-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:51:45,train
seg_0052,52,normanniles1/normanniles1_2025-10-20-06-52-45.mp4,normanniles2/normanniles2_2025-10-20-06-52-45.mp4,normanniles3/normanniles3_2025-10-20-06-52-45.mp4,normanniles4/normanniles4_2025-10-20-06-52-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:52:45,train
seg_0053,53,normanniles1/normanniles1_2025-10-20-06-53-45.mp4,normanniles2/normanniles2_2025-10-20-06-53-45.mp4,normanniles3/normanniles3_2025-10-20-06-53-45.mp4,normanniles4/normanniles4_2025-10-20-06-53-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:53:45,train
seg_0054,54,normanniles1/normanniles1_2025-10-20-06-54-45.mp4,normanniles2/normanniles2_2025-10-20-06-54-45.mp4,normanniles3/normanniles3_2025-10-20-06-54-45.mp4,normanniles4/normanniles4_2025-10-20-06-54-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:54:45,train
seg_0055,55,normanniles1/normanniles1_2025-10-20-06-55-45.mp4,normanniles2/normanniles2_2025-10-20-06-55-45.mp4,normanniles3/normanniles3_2025-10-20-06-55-45.mp4,normanniles4/normanniles4_2025-10-20-06-55-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:55:45,train
seg_0056,56,normanniles1/normanniles1_2025-10-20-06-56-45.mp4,normanniles2/normanniles2_2025-10-20-06-56-45.mp4,normanniles3/normanniles3_2025-10-20-06-56-45.mp4,normanniles4/normanniles4_2025-10-20-06-56-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:56:45,train
seg_0057,57,normanniles1/normanniles1_2025-10-20-06-57-45.mp4,normanniles2/normanniles2_2025-10-20-06-57-45.mp4,normanniles3/normanniles3_2025-10-20-06-57-45.mp4,normanniles4/normanniles4_2025-10-20-06-57-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:57:45,train
seg_0058,58,normanniles1/normanniles1_2025-10-20-06-58-45.mp4,normanniles2/normanniles2_2025-10-20-06-58-45.mp4,normanniles3/normanniles3_2025-10-20-06-58-45.mp4,normanniles4/normanniles4_2025-10-20-06-58-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:58:45,train
seg_0059,59,normanniles1/normanniles1_2025-10-20-06-59-45.mp4,normanniles2/normanniles2_2025-10-20-06-59-45.mp4,normanniles3/normanniles3_2025-10-20-06-59-45.mp4,normanniles4/normanniles4_2025-10-20-06-59-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 06:59:45,train
seg_0060,60,normanniles1/normanniles1_2025-10-20-07-00-45.mp4,normanniles2/normanniles2_2025-10-20-07-00-45.mp4,normanniles3/normanniles3_2025-10-20-07-00-45.mp4,normanniles4/normanniles4_2025-10-20-07-00-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:00:45,train
seg_0061,61,normanniles1/normanniles1_2025-10-20-07-01-45.mp4,normanniles2/normanniles2_2025-10-20-07-01-45.mp4,normanniles3/normanniles3_2025-10-20-07-01-45.mp4,normanniles4/normanniles4_2025-10-20-07-01-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:01:45,train
seg_0062,62,normanniles1/normanniles1_2025-10-20-07-02-45.mp4,normanniles2/normanniles2_2025-10-20-07-02-45.mp4,normanniles3/normanniles3_2025-10-20-07-02-45.mp4,normanniles4/normanniles4_2025-10-20-07-02-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:02:45,train
seg_0063,63,normanniles1/normanniles1_2025-10-20-07-03-45.mp4,normanniles2/normanniles2_2025-10-20-07-03-45.mp4,normanniles3/normanniles3_2025-10-20-07-03-45.mp4,normanniles4/normanniles4_2025-10-20-07-03-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:03:45,train
seg_0064,64,normanniles1/normanniles1_2025-10-20-07-04-45.mp4,normanniles2/normanniles2_2025-10-20-07-04-45.mp4,normanniles3/normanniles3_2025-10-20-07-04-45.mp4,normanniles4/normanniles4_2025-10-20-07-04-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:04:45,train
seg_0065,65,normanniles1/normanniles1_2025-10-20-07-05-45.mp4,normanniles2/normanniles2_2025-10-20-07-05-45.mp4,normanniles3/normanniles3_2025-10-20-07-05-45.mp4,normanniles4/normanniles4_2025-10-20-07-05-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:05:45,train
seg_0066,66,normanniles1/normanniles1_2025-10-20-07-06-45.mp4,normanniles2/normanniles2_2025-10-20-07-06-45.mp4,normanniles3/normanniles3_2025-10-20-07-06-45.mp4,normanniles4/normanniles4_2025-10-20-07-06-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:06:45,train
seg_0067,67,normanniles1/normanniles1_2025-10-20-07-07-45.mp4,normanniles2/normanniles2_2025-10-20-07-07-45.mp4,normanniles3/normanniles3_2025-10-20-07-07-45.mp4,normanniles4/normanniles4_2025-10-20-07-07-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:07:45,train
seg_0068,68,normanniles1/normanniles1_2025-10-20-07-08-45.mp4,normanniles2/normanniles2_2025-10-20-07-08-45.mp4,normanniles3/normanniles3_2025-10-20-07-08-45.mp4,normanniles4/normanniles4_2025-10-20-07-08-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:08:45,train
seg_0069,69,normanniles1/normanniles1_2025-10-20-07-09-45.mp4,normanniles2/normanniles2_2025-10-20-07-09-45.mp4,normanniles3/normanniles3_2025-10-20-07-09-45.mp4,normanniles4/normanniles4_2025-10-20-07-09-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:09:45,train
seg_0070,70,normanniles1/normanniles1_2025-10-20-07-10-45.mp4,normanniles2/normanniles2_2025-10-20-07-10-45.mp4,normanniles3/normanniles3_2025-10-20-07-10-45.mp4,normanniles4/normanniles4_2025-10-20-07-10-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:10:45,train
seg_0071,71,normanniles1/normanniles1_2025-10-20-07-11-45.mp4,normanniles2/normanniles2_2025-10-20-07-11-45.mp4,normanniles3/normanniles3_2025-10-20-07-11-45.mp4,normanniles4/normanniles4_2025-10-20-07-11-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:11:45,train
seg_0072,72,normanniles1/normanniles1_2025-10-20-07-12-45.mp4,normanniles2/normanniles2_2025-10-20-07-12-45.mp4,normanniles3/normanniles3_2025-10-20-07-12-45.mp4,normanniles4/normanniles4_2025-10-20-07-12-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:12:45,train
seg_0073,73,normanniles1/normanniles1_2025-10-20-07-13-45.mp4,normanniles2/normanniles2_2025-10-20-07-13-45.mp4,normanniles3/normanniles3_2025-10-20-07-13-45.mp4,normanniles4/normanniles4_2025-10-20-07-13-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:13:45,train
seg_0074,74,normanniles1/normanniles1_2025-10-20-07-14-45.mp4,normanniles2/normanniles2_2025-10-20-07-14-45.mp4,normanniles3/normanniles3_2025-10-20-07-14-45.mp4,normanniles4/normanniles4_2025-10-20-07-14-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:14:45,train
seg_0075,75,normanniles1/normanniles1_2025-10-20-07-15-45.mp4,normanniles2/normanniles2_2025-10-20-07-15-45.mp4,normanniles3/normanniles3_2025-10-20-07-15-45.mp4,normanniles4/normanniles4_2025-10-20-07-15-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:15:45,train
seg_0076,76,normanniles1/normanniles1_2025-10-20-07-16-45.mp4,normanniles2/normanniles2_2025-10-20-07-16-45.mp4,normanniles3/normanniles3_2025-10-20-07-16-45.mp4,normanniles4/normanniles4_2025-10-20-07-16-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:16:45,train
seg_0077,77,normanniles1/normanniles1_2025-10-20-07-17-45.mp4,normanniles2/normanniles2_2025-10-20-07-17-45.mp4,normanniles3/normanniles3_2025-10-20-07-17-45.mp4,normanniles4/normanniles4_2025-10-20-07-17-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:17:45,train
seg_0078,78,normanniles1/normanniles1_2025-10-20-07-18-45.mp4,normanniles2/normanniles2_2025-10-20-07-18-45.mp4,normanniles3/normanniles3_2025-10-20-07-18-45.mp4,normanniles4/normanniles4_2025-10-20-07-18-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:18:45,train
seg_0079,79,normanniles1/normanniles1_2025-10-20-07-19-45.mp4,normanniles2/normanniles2_2025-10-20-07-19-45.mp4,normanniles3/normanniles3_2025-10-20-07-19-45.mp4,normanniles4/normanniles4_2025-10-20-07-19-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:19:45,train
seg_0080,80,normanniles1/normanniles1_2025-10-20-07-20-45.mp4,normanniles2/normanniles2_2025-10-20-07-20-45.mp4,normanniles3/normanniles3_2025-10-20-07-20-45.mp4,normanniles4/normanniles4_2025-10-20-07-20-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:20:45,train
seg_0081,81,normanniles1/normanniles1_2025-10-20-07-21-45.mp4,normanniles2/normanniles2_2025-10-20-07-21-45.mp4,normanniles3/normanniles3_2025-10-20-07-21-45.mp4,normanniles4/normanniles4_2025-10-20-07-21-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:21:45,train
seg_0082,82,normanniles1/normanniles1_2025-10-20-07-22-45.mp4,normanniles2/normanniles2_2025-10-20-07-22-45.mp4,normanniles3/normanniles3_2025-10-20-07-22-45.mp4,normanniles4/normanniles4_2025-10-20-07-22-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:22:45,train
seg_0083,83,normanniles1/normanniles1_2025-10-20-07-23-45.mp4,normanniles2/normanniles2_2025-10-20-07-23-45.mp4,normanniles3/normanniles3_2025-10-20-07-23-45.mp4,normanniles4/normanniles4_2025-10-20-07-23-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:23:45,train
seg_0084,84,normanniles1/normanniles1_2025-10-20-07-24-45.mp4,normanniles2/normanniles2_2025-10-20-07-24-45.mp4,normanniles3/normanniles3_2025-10-20-07-24-45.mp4,normanniles4/normanniles4_2025-10-20-07-24-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:24:45,train
seg_0085,85,normanniles1/normanniles1_2025-10-20-07-25-45.mp4,normanniles2/normanniles2_2025-10-20-07-25-45.mp4,normanniles3/normanniles3_2025-10-20-07-25-45.mp4,normanniles4/normanniles4_2025-10-20-07-25-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:25:45,train
seg_0086,86,normanniles1/normanniles1_2025-10-20-07-26-45.mp4,normanniles2/normanniles2_2025-10-20-07-26-45.mp4,normanniles3/normanniles3_2025-10-20-07-26-45.mp4,normanniles4/normanniles4_2025-10-20-07-26-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:26:45,train
seg_0087,87,normanniles1/normanniles1_2025-10-20-07-27-45.mp4,normanniles2/normanniles2_2025-10-20-07-27-45.mp4,normanniles3/normanniles3_2025-10-20-07-27-45.mp4,normanniles4/normanniles4_2025-10-20-07-27-45.mp4,free flowing,free flowing,2025-10-20,2025-10-20 07:27:45,train
