Feature Name,Importance Score,Normalized Importance,Notes
cam4_directional_flow_left,0.013040060237852136,0.013040060237852136,Additional traffic pattern indicator
cam1_directional_flow_up,0.01303676578641487,0.01303676578641487,Additional traffic pattern indicator
cam1_occupancy_by_zone_left,0.012997411655426736,0.012997411655426736,Measures road space occupied by vehicles - key congestion indicator
cam3_occupancy_by_zone_middle,0.012995825688848104,0.012995825688848104,Measures road space occupied by vehicles - key congestion indicator
cam4_scene_embedding_std,0.01289699890876807,0.01289699890876807,Additional traffic pattern indicator
cam3_scene_embedding_mean,0.012895217900716467,0.012895217900716467,Additional traffic pattern indicator
cam4_directional_flow_up,0.012789759778890035,0.012789759778890035,Additional traffic pattern indicator
cam3_directional_flow_left,0.012030609201815099,0.012030609201815099,Additional traffic pattern indicator
cam4_motorcycle_count,0.011891516585838978,0.011891516585838978,Additional traffic pattern indicator
cam3_vehicles_in_lanes_top,0.011838629859742471,0.011838629859742471,Additional traffic pattern indicator
cam3_motion_entropy,0.011683842794304695,0.011683842794304695,Vehicle movement patterns - distinguishes flowing vs stopped traffic
cam4_vehicle_count,0.011550780129712833,0.011550780129712833,Number of vehicles detected - direct traffic volume measure
cam3_car_count,0.011395013373886254,0.011395013373886254,Additional traffic pattern indicator
cam4_vehicles_in_lanes_center,0.011392921575615344,0.011392921575615344,Additional traffic pattern indicator
cam3_scene_embedding_std,0.011371293734394407,0.011371293734394407,Additional traffic pattern indicator
cam3_avg_motion_magnitude,0.011207839216286401,0.011207839216286401,Vehicle movement patterns - distinguishes flowing vs stopped traffic
cam4_car_count,0.011101641878361587,0.011101641878361587,Additional traffic pattern indicator
cam1_scene_complexity,0.010921199448148972,0.010921199448148972,Additional traffic pattern indicator
cam3_vehicles_in_lanes_center,0.010888735040982988,0.010888735040982988,Additional traffic pattern indicator
cam4_truck_count,0.01045105219076217,0.01045105219076217,Additional traffic pattern indicator
cam3_truck_count,0.010438211873111192,0.010438211873111192,Additional traffic pattern indicator
cam4_occupancy_by_zone_middle,0.010403419309279939,0.010403419309279939,Measures road space occupied by vehicles - key congestion indicator
cam4_directional_flow_down,0.010274999489825661,0.010274999489825661,Additional traffic pattern indicator
cam4_speed_variance,0.010045144996439898,0.010045144996439898,Average speed estimate - lower speeds indicate congestion
cam1_scene_embedding_std,0.009989189671518586,0.009989189671518586,Additional traffic pattern indicator
cam4_flow_rate,0.009871439150594402,0.009871439150594402,Vehicles per time unit - throughput measure
cam3_vehicle_count,0.009070957306967848,0.009070957306967848,Number of vehicles detected - direct traffic volume measure
cam3_bus_count,0.008843187908399178,0.008843187908399178,Additional traffic pattern indicator
cam3_stopped_vehicles,0.008637634005453152,0.008637634005453152,Additional traffic pattern indicator
cam4_stopped_vehicles,0.008458791400931647,0.008458791400931647,Additional traffic pattern indicator
cam4_vehicles_in_lanes_middle,0.008338869466255613,0.008338869466255613,Additional traffic pattern indicator
cam1_vehicles_entering,0.007965590620186674,0.007965590620186674,Additional traffic pattern indicator
cam3_scene_complexity,0.007715736464451072,0.007715736464451072,Additional traffic pattern indicator
cam4_avg_vehicle_speed,0.007649922644711704,0.007649922644711704,Average speed estimate - lower speeds indicate congestion
cam4_directional_flow_right,0.007603207199803832,0.007603207199803832,Additional traffic pattern indicator
cam1_occupancy_by_zone_center,0.0075688567484711155,0.0075688567484711155,Measures road space occupied by vehicles - key congestion indicator
cam4_avg_motion_magnitude,0.007110615774689989,0.007110615774689989,Vehicle movement patterns - distinguishes flowing vs stopped traffic
cam4_scene_complexity,0.00671715967189615,0.00671715967189615,Additional traffic pattern indicator
cam1_bus_count,0.006375660355447961,0.006375660355447961,Additional traffic pattern indicator
cam3_speed_variance,0.006281777097035184,0.006281777097035184,Average speed estimate - lower speeds indicate congestion
cam3_occupancy_by_zone_top,0.006049183563911862,0.006049183563911862,Measures road space occupied by vehicles - key congestion indicator
cam4_scene_embedding_mean,0.005456104335934824,0.005456104335934824,Additional traffic pattern indicator
cam4_density_score,0.005408489019898936,0.005408489019898936,Additional traffic pattern indicator
cam3_occupancy_by_zone_left,0.005367835779043539,0.005367835779043539,Measures road space occupied by vehicles - key congestion indicator
cam1_vehicles_in_lanes_middle,0.005196494815629744,0.005196494815629744,Additional traffic pattern indicator
cam4_occupancy_by_zone_left,0.005071322577103319,0.005071322577103319,Measures road space occupied by vehicles - key congestion indicator
cam3_vehicles_in_lanes_middle,0.004880527391974651,0.004880527391974651,Additional traffic pattern indicator
cam4_motion_entropy,0.004169367155785726,0.004169367155785726,Vehicle movement patterns - distinguishes flowing vs stopped traffic
cam1_vehicle_count,0.003881034844433639,0.003881034844433639,Number of vehicles detected - direct traffic volume measure
cam1_occupancy_by_zone_top,0.0033337341938883625,0.0033337341938883625,Measures road space occupied by vehicles - key congestion indicator
cam4_queue_length,0.003041063097532038,0.003041063097532038,Estimated queue length - critical for delay classification
cam1_motorcycle_count,0.002142169834033514,0.002142169834033514,Additional traffic pattern indicator
cam1_vehicles_in_lanes_left,0.001666933867524155,0.001666933867524155,Additional traffic pattern indicator
cam4_occupancy_by_zone_top,0.001359248877237017,0.001359248877237017,Measures road space occupied by vehicles - key congestion indicator
cam4_vehicles_in_lanes_left,0.0007146294513447067,0.0007146294513447067,Additional traffic pattern indicator
cam1_vehicles_in_lanes_bottom,0.0,0.0,Additional traffic pattern indicator
cam1_vehicles_in_lanes_top,0.0,0.0,Additional traffic pattern indicator
cam2_vehicles_in_lanes_top,0.0,0.0,Additional traffic pattern indicator
cam1_vehicles_in_lanes_right,0.0,0.0,Additional traffic pattern indicator
cam1_vehicles_in_lanes_center,0.0,0.0,Additional traffic pattern indicator
cam2_vehicles_in_lanes_middle,0.0,0.0,Additional traffic pattern indicator
cam2_vehicles_in_lanes_bottom,0.0,0.0,Additional traffic pattern indicator
cam2_vehicles_in_lanes_right,0.0,0.0,Additional traffic pattern indicator
cam2_avg_vehicle_speed,0.0,0.0,Average speed estimate - lower speeds indicate congestion
cam2_truck_count,0.0,0.0,Additional traffic pattern indicator
cam1_occupancy_by_zone_right,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_bus_count,0.0,0.0,Additional traffic pattern indicator
cam1_occupancy_by_zone_middle,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam1_occupancy_by_zone_bottom,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_vehicles_in_lanes_center,0.0,0.0,Additional traffic pattern indicator
cam2_vehicles_in_lanes_left,0.0,0.0,Additional traffic pattern indicator
cam2_occupancy_by_zone_left,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_vehicles_entering,0.0,0.0,Additional traffic pattern indicator
cam2_stopped_vehicles,0.0,0.0,Additional traffic pattern indicator
cam1_density_score,0.0,0.0,Additional traffic pattern indicator
cam2_motorcycle_count,0.0,0.0,Additional traffic pattern indicator
cam2_speed_variance,0.0,0.0,Average speed estimate - lower speeds indicate congestion
cam2_vehicles_exiting,0.0,0.0,Additional traffic pattern indicator
cam2_scene_complexity,0.0,0.0,Additional traffic pattern indicator
cam2_occupancy_by_zone_center,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_occupancy_by_zone_right,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam4_occupancy_by_zone_right,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam4_vehicles_in_lanes_bottom,0.0,0.0,Additional traffic pattern indicator
cam2_car_count,0.0,0.0,Additional traffic pattern indicator
cam4_vehicles_in_lanes_top,0.0,0.0,Additional traffic pattern indicator
cam3_motorcycle_count,0.0,0.0,Additional traffic pattern indicator
cam4_vehicles_in_lanes_right,0.0,0.0,Additional traffic pattern indicator
cam2_flow_rate,0.0,0.0,Vehicles per time unit - throughput measure
cam3_vehicles_in_lanes_right,0.0,0.0,Additional traffic pattern indicator
cam2_queue_length,0.0,0.0,Estimated queue length - critical for delay classification
cam3_vehicles_in_lanes_bottom,0.0,0.0,Additional traffic pattern indicator
cam2_density_score,0.0,0.0,Additional traffic pattern indicator
cam3_occupancy_by_zone_right,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_directional_flow_down,0.0,0.0,Additional traffic pattern indicator
cam3_occupancy_by_zone_bottom,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_directional_flow_up,0.0,0.0,Additional traffic pattern indicator
cam2_directional_flow_right,0.0,0.0,Additional traffic pattern indicator
cam2_directional_flow_left,0.0,0.0,Additional traffic pattern indicator
cam2_motion_entropy,0.0,0.0,Vehicle movement patterns - distinguishes flowing vs stopped traffic
cam2_avg_motion_magnitude,0.0,0.0,Vehicle movement patterns - distinguishes flowing vs stopped traffic
cam4_occupancy_by_zone_bottom,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_scene_embedding_std,0.0,0.0,Additional traffic pattern indicator
cam2_scene_embedding_mean,0.0,0.0,Additional traffic pattern indicator
cam2_occupancy_by_zone_bottom,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_occupancy_by_zone_middle,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_occupancy_by_zone_top,0.0,0.0,Measures road space occupied by vehicles - key congestion indicator
cam2_vehicle_count,0.0,0.0,Number of vehicles detected - direct traffic volume measure
