segment_id,congestion_enter_rating,congestion_exit_rating,cam3_vehicle_count,cam3_car_count,cam3_truck_count,cam3_motorcycle_count,cam3_bus_count,cam3_avg_vehicle_speed,cam3_speed_variance,cam3_stopped_vehicles,cam3_vehicles_entering,cam3_vehicles_exiting,cam3_vehicles_in_lanes_left,cam3_vehicles_in_lanes_center,cam3_vehicles_in_lanes_right,cam3_vehicles_in_lanes_top,cam3_vehicles_in_lanes_middle,cam3_vehicles_in_lanes_bottom,cam3_occupancy_by_zone_left,cam3_occupancy_by_zone_center,cam3_occupancy_by_zone_right,cam3_occupancy_by_zone_top,cam3_occupancy_by_zone_middle,cam3_occupancy_by_zone_bottom,cam3_scene_embedding_mean,cam3_scene_embedding_std,cam3_scene_complexity,cam3_avg_motion_magnitude,cam3_motion_entropy,cam3_directional_flow_left,cam3_directional_flow_right,cam3_directional_flow_up,cam3_directional_flow_down,cam3_density_score,cam3_queue_length,cam3_flow_rate,cam4_vehicle_count,cam4_car_count,cam4_truck_count,cam4_motorcycle_count,cam4_bus_count,cam4_avg_vehicle_speed,cam4_speed_variance,cam4_stopped_vehicles,cam4_vehicles_entering,cam4_vehicles_exiting,cam4_vehicles_in_lanes_left,cam4_vehicles_in_lanes_center,cam4_vehicles_in_lanes_right,cam4_vehicles_in_lanes_top,cam4_vehicles_in_lanes_middle,cam4_vehicles_in_lanes_bottom,cam4_occupancy_by_zone_left,cam4_occupancy_by_zone_center,cam4_occupancy_by_zone_right,cam4_occupancy_by_zone_top,cam4_occupancy_by_zone_middle,cam4_occupancy_by_zone_bottom,cam4_scene_embedding_mean,cam4_scene_embedding_std,cam4_scene_complexity,cam4_avg_motion_magnitude,cam4_motion_entropy,cam4_directional_flow_left,cam4_directional_flow_right,cam4_directional_flow_up,cam4_directional_flow_down,cam4_density_score,cam4_queue_length,cam4_flow_rate,cam2_vehicle_count,cam2_car_count,cam2_truck_count,cam2_motorcycle_count,cam2_bus_count,cam2_avg_vehicle_speed,cam2_speed_variance,cam2_stopped_vehicles,cam2_vehicles_entering,cam2_vehicles_exiting,cam2_vehicles_in_lanes_left,cam2_vehicles_in_lanes_center,cam2_vehicles_in_lanes_right,cam2_vehicles_in_lanes_top,cam2_vehicles_in_lanes_middle,cam2_vehicles_in_lanes_bottom,cam2_occupancy_by_zone_left,cam2_occupancy_by_zone_center,cam2_occupancy_by_zone_right,cam2_occupancy_by_zone_top,cam2_occupancy_by_zone_middle,cam2_occupancy_by_zone_bottom,cam2_scene_embedding_mean,cam2_scene_embedding_std,cam2_scene_complexity,cam2_avg_motion_magnitude,cam2_motion_entropy,cam2_directional_flow_left,cam2_directional_flow_right,cam2_directional_flow_up,cam2_directional_flow_down,cam2_density_score,cam2_queue_length,cam2_flow_rate,cam1_vehicle_count,cam1_car_count,cam1_truck_count,cam1_motorcycle_count,cam1_bus_count,cam1_avg_vehicle_speed,cam1_speed_variance,cam1_stopped_vehicles,cam1_vehicles_entering,cam1_vehicles_exiting,cam1_vehicles_in_lanes_left,cam1_vehicles_in_lanes_center,cam1_vehicles_in_lanes_right,cam1_vehicles_in_lanes_top,cam1_vehicles_in_lanes_middle,cam1_vehicles_in_lanes_bottom,cam1_occupancy_by_zone_left,cam1_occupancy_by_zone_center,cam1_occupancy_by_zone_right,cam1_occupancy_by_zone_top,cam1_occupancy_by_zone_middle,cam1_occupancy_by_zone_bottom,cam1_scene_embedding_mean,cam1_scene_embedding_std,cam1_scene_complexity,cam1_avg_motion_magnitude,cam1_motion_entropy,cam1_directional_flow_left,cam1_directional_flow_right,cam1_directional_flow_up,cam1_directional_flow_down,cam1_density_score,cam1_queue_length,cam1_flow_rate
seg_0010,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0011,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0012,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0013,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0014,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0015,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0016,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0017,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0018,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0019,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0020,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0021,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.355,0.02,0.0,0.005,5.364757061004639,22.107940673828125,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.011948952451348305,0.0,0.0,0.011948952451348305,0.0,0.8575910329818726,0.7259121537208557,0.020065341144800186,0.041404787451028824,3.5645211073965335,0.4514725813177648,0.5485274186822352,0.4603167570197387,0.5396832429802614,0.032552083333333336,4.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0022,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0023,free flowing,free flowing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1166518926620483,0.8699421286582947,0.006116561591625214,0.017058704048395157,3.5719421973608454,0.4414442001675042,0.5585557998324958,0.44481609436069236,0.5551839056393076,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0024,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0025,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0026,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0027,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0028,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0029,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0030,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0031,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0032,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0033,free flowing,free flowing,0.0,0.18864774624373956,0.05175292153589316,0.0,0.0,7.676766872406006,28.211240768432617,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1066356897354126,0.8731995224952698,0.03962750732898712,0.04955234378576279,3.57071161009309,0.452901350598719,0.547098649401281,0.45577659426343636,0.5442234057365636,0.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0034,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0035,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0036,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0037,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0038,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0039,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0040,free flowing,free flowing,1.0,0.12687813021702837,0.011686143572621035,0.0,0.0,11.828041076660156,5.184422016143799,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.004208394791930914,0.0,0.0,0.004208394791930914,0.0,0.0,1.1189223527908325,0.8705233931541443,0.018324553966522217,0.035320986062288284,3.5707064128111266,0.44855889724310777,0.5514411027568922,0.45348614592035646,0.5465138540796436,0.032552083333333336,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0041,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0042,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0043,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0044,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0045,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.11519198664440734,0.41903171953255425,0.0,0.01001669449081803,3.5746805667877197,20.99477195739746,13.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.017077935859560966,0.0,0.0,0.0,0.017077935859560966,0.0,0.9431643486022949,0.8479679822921753,0.01787392981350422,0.020414257422089577,3.5604236691146554,0.48189049011417434,0.5181095098858257,0.4866367307156781,0.513363269284322,0.032552083333333336,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0046,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0047,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.17333333333333334,0.0,0.0,0.0,7.798524856567383,33.269874572753906,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871670126914978,0.7431683540344238,0.014937186613678932,0.03332512080669403,3.5630860190197646,0.44993663194444444,0.5500633680555556,0.4579487847222222,0.5420512152777778,0.0,1.0,0.0,1.0,0.22370617696160267,0.34891485809682804,0.0,0.0,1.5715912580490112,10.327004432678223,23.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.017018062993884087,0.0,0.0,0.017018062993884087,0.0,0.948527455329895,0.8677664399147034,0.021476930007338524,0.02542339265346527,3.5616187915656043,0.4603270328599276,0.5396729671400724,0.4645328599275968,0.5354671400724033,0.032552083333333336,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0048,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0049,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0050,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.06343906510851419,0.19031719532554256,0.0,0.0,1.723139762878418,11.801383972167969,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9501376152038574,0.8447492718696594,0.01965828612446785,0.01927611604332924,3.562320947242669,0.4621832358674464,0.5378167641325536,0.4703085839598998,0.5296914160401003,0.0,15.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0051,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0052,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0053,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0054,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seg_0055,free flowing,free flowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
